"ASA Number","Epds>CeAcc","Epds>CeEpd","Epds>BirthWtAcc","Epds>BirthWtEpd","Epds>MceAcc","Epds>MceEpd","Epds>PpaAcc","Epds>PpaEpd","Epds>WeanWtAcc","Epds>WeanWtEpd","Epds>YearlingWtAcc","Epds>YearlingWtEpd","Epds>MarblingAcc","Epds>MarblingEpd","Epds>YieldGradeAcc","Epds>YieldGradeEpd","Epds>BackFatAcc","Epds>BackFatEpd","Epds>BackFatEpd","Epds>RibEyeAcc","Epds>RibEyeEpd","Epds>ShrForceAcc","Epds>ShrForceEpd","Epds>DauWtAcc","Epds>DauWtEpd","Epds>DauHtAcc","Epds>DauHtEpd","Epds>StayAcc","Epds>StayEpd","Epds>Api","Epds>Ti","Epds>FertAcc","Epds>FertEpd","Epds>MilkEpd","Epds>MilkAcc","Epds>MwwAcc","Epds>MwwEpd","Epds>CarcassWtAcc","Epds>CarcassWtEpd","Epds>DocEpd","Epds>DocAcc","Epds>AdgEpd","Epds>AdgAcc","Percentile>CE","Percentile>BW","Percentile>WW","Percentile>YW","Percentile>MCE","Percentile>Milk","Percentile>MWW","Percentile>Stay","Percentile>Doc","Percentile>CW","Percentile>YG","Percentile>Marb","Percentile>BF","Percentile>REA","Percentile>SF","Percentile>API","Percentile>TI","Percentile>ADG","BirthDam>ASA Number","BirthDam>Name","BirthDam>BirthDate","Sire>Name","Sire>ASA Number","Sire>Sire>ASA Number","Sire>Sire>Name","BirthDate","DamProgeny>Total","DamProgeny>Interval","DamProgeny>Males","DamProgeny>Females","DamProgeny>Avg Adj BW","DamProgeny>Avg Adj WW","DamProgeny>Avg Adj YW"
"(2991079)","0.42","19.8","0.48","-2.7","0.26","11.3","","","0.45","57.1","0.46","91.9","0.38","0.70","0.34","0.04","0.35","0.034","0.034","0.40","0.37","","","","","","","0.19","10.8","144.6","76.9","","","23.6","0.42","0.45","52.1","0.42","26.1","5.0","0.43","0.22","0.46","1","10","80","65","2","35","65","90","99","70","99","3","99","95","","15","20","50","(2847777)","81TLW1786","2013-04-07","G A R COMPOSURE","2643155","2354270","G A R NEW DESIGN 5050","2015-02-20","2","389","1","1","60","447",""
"(2990886)","0.41","15.7","0.49","-1.6","0.24","10.5","","","0.46","53.4","0.47","81.7","0.36","0.66","0.34","-0.20","0.36","-0.032","-0.032","0.41","0.51","0.01","-0.30","","","","","0.22","9.0","130.3","72.1","","","17.8","0.40","0.43","44.4","0.43","18.4","15.9","0.39","0.18","0.47","15","15","90","85","4","85","95","95","5","90","65","4","65","75","70","40","40","75","(2848046)","81TLW1783","2013-03-04","BAR CK RODGERS 1004Z","2809020","2571191","TEX AMBUSH 9106","2015-02-21","2","407","2","0","73","508",""
"(2990938)","0.40","20.8","0.48","-3.8","0.23","10.7","","","0.44","51.1","0.45","78.5","0.36","0.62","0.32","0.02","0.33","0.024","0.024","0.39","0.12","","","","","","","0.19","12.9","144.6","72.3","","","21.9","0.39","0.42","47.3","0.39","7.6","15.5","0.43","0.17","0.45","1","2","95","90","3","50","85","75","10","99","99","10","99","99","","15","40","80","(2847977)","81TLW1855","2013-05-09","GCCR/T2 ALL PURPOSE 3-02","2800825","2545802","G A R PROPHET","2015-02-22","1","","1","0","45","389",""
"(2991005)","0.44","14.3","0.52","-0.2","0.30","8.2","","","0.48","58.3","0.49","94.6","0.43","0.69","0.36","-0.07","0.37","0.004","0.004","0.44","0.46","","","","","","","0.25","15.6","143.2","74.9","","","29.4","0.46","0.48","58.5","0.46","25.3","4.4","0.40","0.23","0.49","20","35","75","60","20","5","30","50","99","70","95","3","99","85","","15","25","40","(2847875)","81TLW1635","2013-03-28","G A R COMPOSURE","2643155","2354270","G A R NEW DESIGN 5050","2015-02-23","2","416","1","1","67","504",""
"(2990993)","0.40","15.0","0.49","0.0","0.21","9.9","","","0.45","63.2","0.46","99.5","0.34","0.51","0.32","0.07","0.32","0.021","0.021","0.39","0.45","","","","","","","0.22","11.6","126.6","72.4","","","28.7","0.40","0.42","60.3","0.39","48.1","13.0","0.40","0.23","0.46","15","40","60","50","10","10","20","85","30","4","99","15","99","85","","45","40","40","(2847898)","81TLW1848","2013-02-24","GCCR/T2 ALL PURPOSE 3-02","2800825","2545802","G A R PROPHET","2015-02-23","2","396","1","1","73","514",""
"(2990900)","0.41","18.3","0.49","-1.2","0.22","11.8","","","0.44","54.1","0.45","86.1","0.38","0.63","0.31","-0.01","0.33","0.016","0.016","0.36","0.58","","","","","","","0.19","8.6","130.4","72.0","","","29.3","0.38","0.40","56.3","0.41","41.2","16.5","0.38","0.20","0.45","3","20","90","80","1","5","40","99","3","15","99","5","99","60","","35","40","65","(2848028)","81TLW1796","2013-03-12","BAR CK RODGERS 1004Z","2809020","2571191","TEX AMBUSH 9106","2015-02-23","2","393","2","0","75","555",""
"(2991113)","0.44","17.1","0.50","-0.8","0.28","11.0","","","0.46","61.8","0.47","100.6","0.42","0.99","0.35","0.14","0.38","0.050","0.050","0.42","0.07","","","","","","","0.25","10.4","154.0","84.4","","","29.0","0.44","0.47","59.8","0.44","18.5","14.7","0.40","0.24","0.47","10","25","65","50","3","5","20","90","10","90","99","1","99","99","","4","3","35","(2847903)","81TLW1770","2013-05-11","G A R PROPHET","2545802","2186934","C R A BEXTOR 872 5205 608","2015-02-23","2","395","0","2","68","515",""
"(2990981)","0.46","19.3","0.52","-2.8","0.31","9.8","","","0.49","58.6","0.50","93.6","0.41","0.67","0.37","-0.08","0.41","-0.009","-0.009","0.45","0.38","","","","","","","0.24","11.5","144.8","77.8","","","25.5","0.46","0.48","54.8","0.46","24.5","18.4","0.42","0.22","0.50","2","5","75","65","10","20","50","85","1","75","95","3","95","95","","15","15","50","(2847922)","81TLW1827","2013-04-02","G A R COMPOSURE","2643155","2354270","G A R NEW DESIGN 5050","2015-02-23","2","403","1","1","65","507",""
"(2990908)","0.43","18.4","0.50","-3.6","0.27","10.4","","","0.46","53.2","0.47","83.8","0.39","0.24","0.33","-0.22","0.33","-0.040","-0.040","0.41","0.60","","","","","","","0.26","12.6","122.3","65.9","","","31.3","0.43","0.46","57.9","0.42","25.8","17.9","0.40","0.19","0.47","3","3","90","80","4","2","30","80","2","70","55","60","65","60","","55","70","70","(2848017)","81TLW1640","2013-04-13","GW PARAMOUNT 718Y","2605931","2414537","GW PREDESTINED 701T","2015-02-24","2","379","2","0","70","532",""
"(2991082)","0.29","10.1","0.38","0.6","0.24","4.6","","","0.33","70.0","0.35","113.6","0.30","0.67","0.26","-0.08","0.29","-0.003","-0.003","0.30","0.50","","","","","","","0.10","10.5","129.9","80.1","","","29.5","0.28","0.30","64.5","0.30","29.9","15.9","0.34","0.27","0.35","75","55","30","20","80","4","10","90","5","50","95","3","95","75","","40","10","15","(2847771)","81TLW1657","2013-03-26","G A R COMPOSURE","2643155","2354270","G A R NEW DESIGN 5050","2015-02-24","1","","1","0","72","595",""
"(2990870)","0.42","15.6","0.48","-1.5","0.27","10.1","","","0.44","58.4","0.45","91.8","0.38","0.81","0.35","0.04","0.37","0.024","0.024","0.42","0.22","","","","","","","0.24","9.3","139.9","78.6","","","26.0","0.42","0.45","55.2","0.43","21.0","7.4","0.42","0.21","0.45","15","15","75","65","5","20","50","95","95","85","99","1","99","99","","20","15","55","(2848395)","81TLW1917","2013-03-28","G A R PROPHET","2545802","2186934","C R A BEXTOR 872 5205 608","2015-02-24","1","","1","0","67","572",""
"(2990919)","0.45","17.1","0.51","-3.0","0.28","12.1","","","0.48","46.5","0.49","70.2","0.41","0.81","0.35","-0.17","0.39","-0.018","-0.018","0.42","0.50","0.01","-0.35","","","","","0.27","15.3","152.8","75.1","","","33.7","0.44","0.46","56.8","0.44","16.5","26.5","0.36","0.15","0.49","10","4","99","95","1","1","40","55","1","95","75","1","90","75","40","5","25","90","(2848003)","81TLW1648","2013-03-05","BAR CK LUCK B1206Y","2682394","2471760","THOMAS GRADE UP 6849","2015-02-24","2","424","0","2","76","443",""
"(2990941)","0.44","14.2","0.52","-2.1","0.29","8.7","","","0.48","58.6","0.49","92.1","0.40","0.54","0.36","-0.22","0.39","-0.046","-0.046","0.43","0.56","0.02","-0.48","","","","","0.26","12.8","133.4","74.3","","","29.1","0.44","0.47","58.4","0.45","26.7","24.2","0.40","0.21","0.49","25","10","75","65","15","5","30","75","1","65","55","15","50","65","4","30","30","55","(2847974)","81TLW1624","2013-03-25","BAR CK LUCK B1206Y","2682394","2471760","THOMAS GRADE UP 6849","2015-02-25","2","412","2","0","71","546",""
"(2990891)","0.42","20.5","0.50","-1.8","0.27","12.7","","","0.46","58.8","0.47","95.1","0.36","0.79","0.35","0.06","0.37","0.030","0.030","0.42","0.23","","","","","","","0.19","13.6","154.7","79.8","","","32.8","0.43","0.46","62.2","0.43","23.7","13.4","0.44","0.23","0.47","1","15","75","60","1","1","15","70","25","75","99","1","99","99","","4","10","40","(2848038)","81TLW1705","2013-04-23","G A R COMPOSURE","2643155","2354270","G A R NEW DESIGN 5050","2015-02-25","2","397","2","0","79","600",""
"(2991106)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","(2847738)","81TLW1708","2013-04-06","BAR CK BIG PAPI 913Z","2808989","2627694","RITO 9M25 OFRITA5F56PRED","2015-02-25","2","398","2","0","69","505",""
"(2991038)","0.42","7.1","0.50","1.6","0.25","6.3","","","0.46","60.9","0.47","95.8","0.35","0.63","0.33","-0.23","0.32","-0.056","-0.056","0.40","0.67","0.02","-0.37","","","","","0.21","12.6","122.6","71.4","","","21.4","0.41","0.44","51.8","0.41","39.5","15.8","0.38","0.22","0.47","95","80","65","60","55","55","65","80","5","15","55","5","40","45","35","55","40","50","(2847831)","81TLW1713","2013-03-22","BAR CK RODGERS 1004Z","2809020","2571191","TEX AMBUSH 9106","2015-02-25","2","404","2","0","87","539",""
"(2990949)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","(2847963)","81TLW1931","2013-02-24","ALL PURPOSE 3-12","2813893","2627830","CONNEALY IN SURE 8524","2015-02-25","2","417","1","1","82","477",""
"(2991046)","0.43","15.3","0.50","-1.4","0.27","9.5","","","0.46","59.8","0.47","98.3","0.36","0.51","0.35","0.01","0.37","0.019","0.019","0.42","0.37","","","","","","","0.20","11.1","128.2","72.6","","","28.5","0.43","0.46","58.4","0.42","28.2","15.2","0.44","0.24","0.47","15","15","70","55","10","10","30","90","10","60","99","15","99","95","","40","35","35","(2847814)","81TLW1651","2013-04-28","G A R COMPOSURE","2643155","2354270","G A R NEW DESIGN 5050","2015-02-25","2","402","1","1","71","437",""
"(2990936)","0.40","10.2","0.48","1.4","0.22","6.7","","","0.43","60.4","0.44","94.6","0.35","0.65","0.31","-0.15","0.31","-0.020","-0.020","0.37","0.52","","","","","","","0.21","12.7","127.7","72.8","","","28.8","0.39","0.42","58.9","0.38","25.2","14.2","0.42","0.21","0.44","75","75","70","60","45","10","25","80","15","70","80","4","90","75","","45","35","55","(2847979)","81TLW1800","2013-04-20","THR/T2 ALL PURPOSE 3-01","2818680","2081939","HOOKS SHEAR FORCE 38K","2015-02-25","2","407","0","2","80","534",""
"(2991017)","0.42","15.9","0.50","-2.4","0.28","9.6","","","0.47","52.3","0.48","82.4","0.39","0.63","0.35","-0.11","0.37","-0.010","-0.010","0.41","0.47","0.01","-0.33","","","","","0.27","20.3","152.4","72.1","","","25.4","0.43","0.45","51.5","0.44","23.8","12.7","0.41","0.19","0.48","10","10","90","85","10","25","70","5","30","75","90","5","95","80","50","5","40","70","(2847860)","81TLW1670","2013-03-25","BAR CK TEBOW 1006X","2614607","2414537","GW PREDESTINED 701T","2015-02-25","2","405","1","1","73","532",""
"(2990924)","0.42","14.1","0.50","1.4","0.24","10.4","","","0.46","70.2","0.47","108.7","0.35","0.67","0.31","-0.06","0.30","0.003","0.003","0.37","0.46","","","","","","","0.23","11.4","134.5","78.9","","","25.4","0.42","0.44","60.4","0.39","27.6","10.6","0.42","0.24","0.47","25","75","30","30","4","25","20","85","65","60","95","3","99","85","","30","15","35","(2847996)","81TLW1650","2013-02-21","GCCR/T2 ALL PURPOSE 3-02","2800825","2545802","G A R PROPHET","2015-02-26","2","433","0","2","79","477",""
"(2991088)","0.44","17.6","0.51","-1.5","0.29","12.1","","","0.48","60.0","0.48","98.2","0.41","0.75","0.35","0.01","0.35","0.019","0.019","0.43","0.48","","","","","","","0.22","11.0","144.1","78.6","","","25.4","0.44","0.46","55.4","0.44","37.2","3.0","0.40","0.24","0.48","4","15","70","55","1","25","45","90","99","25","99","2","99","80","","15","15","35","(2847764)","81TLW1793","2013-03-05","G A R COMPOSURE","2643155","2354270","G A R NEW DESIGN 5050","2015-02-26","2","396","1","1","75","583",""
"(2990922)","0.45","17.5","0.52","-4.2","0.29","11.0","","","0.49","45.8","0.49","69.8","0.41","0.88","0.35","-0.03","0.36","0.012","0.012","0.43","0.20","0.01","-0.28","","","","","0.27","18.9","164.8","77.2","","","35.4","0.44","0.47","58.2","0.45","9.1","20.3","0.36","0.15","0.49","5","2","99","95","3","1","30","15","1","99","99","1","99","99","80","1","20","90","(2847999)","81TLW1673","2013-04-01","BAR CK LUCK B1206Y","2682394","2471760","THOMAS GRADE UP 6849","2015-02-26","2","428","1","1","63","510",""
"(2991016)","0.44","14.5","0.51","-2.0","0.27","10.7","","","0.47","53.5","0.48","81.8","0.39","0.59","0.36","-0.20","0.38","-0.017","-0.017","0.43","0.75","0.01","-0.38","","","","","0.25","15.5","138.8","71.7","","","25.4","0.43","0.46","52.1","0.45","28.2","23.1","0.38","0.18","0.48","20","10","90","85","3","25","65","50","1","60","65","10","90","30","30","20","40","75","(2847861)","81TLW1663","2013-03-24","BAR CK LUCK B1206Y","2682394","2471760","THOMAS GRADE UP 6849","2015-02-26","2","390","2","0","75","529",""
"(2991020)","0.44","19.0","0.51","-4.1","0.27","11.3","","","0.47","46.9","0.47","71.5","0.39","0.94","0.36","-0.05","0.39","0.014","0.014","0.42","0.31","0.01","-0.29","","","","","0.25","18.3","169.5","79.4","","","33.6","0.43","0.46","57.0","0.44","10.9","14.3","0.39","0.15","0.47","2","2","99","95","2","1","35","20","15","99","95","1","99","99","75","1","10","90","(2847856)","81TLW1704","2013-03-28","BAR CK LUCK B1206Y","2682394","2471760","THOMAS GRADE UP 6849","2015-02-26","2","429","2","0","61","519",""
"(3104241)","0.39","13.3","0.46","0.8","0.22","7.6","","","0.40","67.8","0.40","104.5","0.36","0.27","0.32","-0.19","0.36","-0.052","-0.052","0.38","0.34","","","","","","","0.20","14.1","117.8","68.4","","","20.6","0.37","0.38","54.5","0.39","21.1","23.2","0.36","0.23","0.40","35","60","40","40","30","65","50","65","1","85","65","55","40","95","","65","55","40","(3104240)","R34","2013-02-27","ALL PURPOSE 3-12","2813893","2627830","CONNEALY IN SURE 8524","2015-02-26","2","435","1","1","77","557",""
"(2991099)","0.44","20.1","0.51","-4.4","0.28","12.2","","","0.46","43.3","0.45","66.3","0.38","0.65","0.35","-0.06","0.36","-0.001","-0.001","0.42","0.12","0.01","-0.37","","","","","0.24","17.9","153.3","70.8","","","38.5","0.44","0.46","60.0","0.43","5.0","11.2","0.35","0.14","0.45","1","2","99","99","1","1","20","25","55","99","95","4","95","99","35","5","45","95","(2847750)","81TLW1676","2013-03-05","BAR CK LUCK B1206Y","2682394","2471760","THOMAS GRADE UP 6849","2015-02-26","2","403","1","1","73","547",""
"(2991024)","0.43","11.9","0.50","-0.9","0.26","9.6","","","0.46","54.4","0.47","85.1","0.38","0.73","0.34","-0.04","0.36","-0.005","-0.005","0.40","0.35","0.01","-0.25","","","","","0.25","19.7","149.1","72.7","","","21.0","0.42","0.45","48.1","0.42","28.8","2.3","0.42","0.19","0.47","50","25","85","80","10","60","85","10","99","55","95","2","95","95","90","10","35","70","(2847848)","81TLW1895","2013-03-25","BAR CK TEBOW 1006X","2614607","2414537","GW PREDESTINED 701T","2015-02-27","2","365","1","1","74","424",""
"(2991037)","0.42","17.3","0.49","-2.1","0.27","9.3","","","0.46","58.2","0.46","91.7","0.40","0.24","0.34","-0.12","0.37","0.001","0.001","0.40","0.59","","","","","","","0.25","11.5","117.0","65.8","","","26.0","0.42","0.45","55.0","0.43","25.8","20.7","0.41","0.21","0.46","5","10","75","65","10","20","50","85","1","70","85","60","99","60","","70","70","55","(2847832)","81TLW1620","2013-05-09","GW PARAMOUNT 718Y","2605931","2414537","GW PREDESTINED 701T","2015-02-27","2","398","2","0","78","543",""
"(2990946)","0.28","13.9","0.38","-1.9","0.26","7.5","","","0.32","56.5","0.34","88.6","0.31","0.37","0.26","-0.21","0.29","-0.029","-0.029","0.30","0.68","0.01","-0.29","","","","","0.16","13.9","124.2","68.0","","","26.1","0.27","0.30","54.3","0.32","27.3","15.6","0.25","0.20","0.34","25","10","80","75","30","20","55","70","10","60","60","35","80","40","75","50","60","65","(2847967)","81TLW1768","2013-03-30","GW PARAMOUNT 718Y","2605931","2414537","GW PREDESTINED 701T","2015-02-27","1","","1","0","67","517",""
"(2990954)","0.44","18.2","0.51","-4.3","0.28","11.8","","","0.47","42.1","0.47","62.7","0.39","0.95","0.34","-0.03","0.37","0.007","0.007","0.41","0.23","0.01","-0.29","","","","","0.25","16.3","163.1","76.1","","","28.0","0.43","0.46","49.0","0.43","15.7","5.1","0.39","0.13","0.47","3","2","99","99","1","10","80","40","99","95","99","1","99","99","75","2","20","99","(2847957)","81TLW1900","2013-04-01","BAR CK LUCK B1206Y","2682394","2471760","THOMAS GRADE UP 6849","2015-02-27","2","369","2","0","78","521",""
"(2990869)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","(2848396)","81TLW1923","2013-03-15","BAR CK BIG PAPI 913Z","2808989","2627694","RITO 9M25 OFRITA5F56PRED","2015-02-27","2","425","2","0","74","504",""
"(2990877)","0.20","18.4","0.31","-3.2","0.18","10.0","","","0.24","55.8","0.27","83.5","0.20","0.47","0.18","-0.04","0.19","-0.002","-0.002","0.22","0.31","","","","","","","0.14","7.3","122.5","70.7","","","24.0","0.13","0.18","51.8","0.21","24.2","4.8","0.25","0.17","0.27","3","4","85","80","10","35","65","99","99","75","95","20","95","99","","55","45","80","(2848059)","81TLW1605","2013-03-30","GCCR/T2 ALL PURPOSE 3-02","2800825","2545802","G A R PROPHET","2015-02-28","1","","1","0","61","",""
"(2990894)","0.39","12.1","0.49","0.7","0.22","9.6","","","0.44","58.0","0.45","90.6","0.38","0.55","0.32","0.03","0.35","0.008","0.008","0.38","0.35","","","","","","","0.19","7.7","113.8","67.9","","","17.9","0.38","0.41","46.9","0.40","38.7","17.9","0.39","0.20","0.45","50","55","75","70","10","85","85","99","2","20","99","10","99","95","","75","60","65","(2848035)","81TLW1787","2013-04-14","BAR CK RODGERS 1004Z","2809020","2571191","TEX AMBUSH 9106","2015-02-28","2","397","2","0","88","554",""
"(2991049)","0.32","16.6","0.40","-3.8","0.25","9.6","","","0.36","50.7","0.38","80.0","0.30","0.84","0.27","-0.17","0.28","-0.032","-0.032","0.32","0.38","0.05","-0.24","","","","","0.19","22.1","170.6","78.2","","","22.6","0.28","0.30","47.9","0.32","17.1","5.4","0.17","0.18","0.38","10","2","95","85","10","45","85","1","99","95","75","1","65","95","95","1","15","75","(2847811)","81TLW1898","2013-03-29","BAR CK TEBOW 1006X","2614607","2414537","GW PREDESTINED 701T","2015-02-28","0","","0","0","","",""
"(2990921)","0.44","17.5","0.52","-2.2","0.30","10.5","","","0.48","54.7","0.49","88.1","0.43","0.74","0.36","-0.24","0.38","-0.049","-0.049","0.44","0.60","0.02","-0.42","","","","","0.27","20.6","163.0","77.7","","","31.4","0.46","0.48","58.7","0.45","27.5","16.7","0.40","0.21","0.49","5","10","85","75","4","2","25","4","3","60","50","2","50","60","15","2","15","55","(2848000)","81TLW1922","2013-03-22","BAR CK TEBOW 1006X","2614607","2414537","GW PREDESTINED 701T","2015-02-28","2","391","2","0","73","539",""
"(2991066)","0.31","14.3","0.40","-0.2","0.24","10.1","","","0.35","58.5","0.36","98.7","0.24","0.57","0.22","-0.04","0.23","-0.015","-0.015","0.26","0.36","0.01","-0.35","","","","","0.18","17.7","141.6","72.0","","","26.5","0.31","0.34","55.7","0.26","35.4","5.4","0.34","0.25","0.36","20","35","75","50","5","15","45","25","99","30","95","10","90","95","40","15","40","25","(2847792)","81TLW1621","2013-03-01","JC MR NATIONAL 610Y","2616993","2414537","GW PREDESTINED 701T","2015-02-28","2","419","1","1","80","457",""
"(2990990)","0.48","17.7","0.55","-3.4","0.34","11.7","","","0.51","47.3","0.52","79.2","0.44","0.68","0.38","-0.07","0.40","-0.001","-0.001","0.46","0.40","0.01","-0.30","","","","","0.33","24.3","165.9","72.7","","","33.4","0.48","0.50","57.0","0.48","23.7","7.2","0.24","0.20","0.52","4","3","99","90","2","1","35","1","95","75","95","3","95","90","70","1","35","65","(2847905)","81TLW1782","2013-04-18","JC MR NATIONAL 610Y","2616993","2414537","GW PREDESTINED 701T","2015-03-01","2","402","2","0","82","546",""
"(2990976)","0.42","18.7","0.50","-1.7","0.24","10.3","","","0.45","53.3","0.46","86.1","0.35","0.53","0.32","-0.07","0.36","-0.001","-0.001","0.37","0.69","0.05","-0.41","","","","","0.22","14.5","138.2","70.9","","","37.9","0.40","0.42","64.5","0.40","46.7","18.5","0.40","0.20","0.46","2","15","90","80","4","1","10","65","1","5","95","15","95","40","20","20","45","65","(2847928)","81TLW1818","2013-03-03","THR/T2 ALL PURPOSE 3-01","2818680","2081939","HOOKS SHEAR FORCE 38K","2015-03-01","2","405","2","0","70","547",""
"(2990960)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","(2847950)","81TLW1616","2013-02-26","BAR CK RODGERS 1004Z","2809020","2571191","TEX AMBUSH 9106","2015-03-01","2","392","2","0","80","576",""
"(2991042)","0.31","17.4","0.39","-4.0","0.26","11.1","","","0.36","49.4","0.36","74.5","0.28","0.84","0.25","-0.06","0.28","0.012","0.012","0.29","0.38","0.01","-0.28","","","","","0.16","15.8","157.9","77.7","","","28.4","0.30","0.32","53.0","0.29","17.8","17.7","0.28","0.16","0.36","5","2","95","95","2","10","60","50","2","90","95","1","99","95","80","3","15","85","(2847823)","81TLW1893","2013-04-02","BAR CK LUCK B1206Y","2682394","2471760","THOMAS GRADE UP 6849","2015-03-01","1","","1","0","70","551",""
"(2990982)","0.48","18.9","0.56","-4.2","0.34","12.0","","","0.52","38.8","0.53","60.0","0.47","1.05","0.40","-0.14","0.44","-0.037","-0.037","0.47","0.13","0.01","-0.24","","","","","0.32","24.0","184.4","78.0","","","35.4","0.49","0.51","54.7","0.49","7.8","6.8","0.12","0.13","0.53","2","2","99","99","1","1","50","1","95","99","80","1","65","99","95","1","15","99","(2847918)","81TLW1687","2013-03-31","BAR CK TEBOW 1006X","2614607","2414537","GW PREDESTINED 701T","2015-03-01","2","395","2","0","87","452",""
"(2991033)","0.44","17.9","0.51","-0.7","0.29","10.5","","","0.48","60.0","0.48","98.5","0.40","0.79","0.37","0.02","0.39","0.021","0.021","0.44","0.25","","","","","","","0.21","14.0","151.1","78.9","","","28.4","0.44","0.46","58.3","0.46","19.2","16.1","0.40","0.24","0.48","4","25","70","55","4","10","30","70","4","90","99","1","99","99","","10","15","35","(2847836)","81TLW1830","2013-03-04","G A R COMPOSURE","2643155","2354270","G A R NEW DESIGN 5050","2015-03-01","2","400","1","1","67","519",""
"(2990974)","0.41","13.3","0.50","0.2","0.25","9.5","","","0.44","61.0","0.44","97.6","0.38","0.62","0.33","-0.11","0.34","-0.008","-0.008","0.39","0.64","0.01","-0.26","","","","","0.21","9.8","126.8","73.3","","","20.2","0.41","0.42","50.6","0.42","37.3","16.8","0.36","0.23","0.44","35","45","65","55","10","65","75","95","3","25","90","10","95","50","85","45","35","40","(2847931)","81TLW1777","2013-03-30","BAR CK RODGERS 1004Z","2809020","2571191","TEX AMBUSH 9106","2015-03-02","2","381","2","0","83","487",""
"(2990939)","0.44","13.7","0.52","-1.4","0.29","9.3","","","0.46","55.9","0.46","89.4","0.42","0.89","0.36","-0.13","0.38","-0.030","-0.030","0.42","0.27","0.01","-0.39","","","","","0.28","22.5","168.6","80.5","","","32.5","0.45","0.46","60.4","0.45","15.3","12.4","0.37","0.21","0.46","30","15","85","70","10","1","20","1","35","95","85","1","80","99","25","1","10","55","(2847976)","81TLW1593","2013-02-28","BAR CK TEBOW 1006X","2614607","2414537","GW PREDESTINED 701T","2015-03-02","2","396","1","1","81","541",""
"(3104239)","0.40","14.2","0.47","2.1","0.23","8.9","","","0.40","68.5","0.40","105.5","0.34","0.25","0.31","-0.28","0.31","-0.053","-0.053","0.38","0.85","","","","","","","0.20","10.0","108.2","67.5","","","22.4","0.38","0.39","56.5","0.40","40.6","21.3","0.36","0.23","0.40","25","85","35","35","15","45","40","95","1","15","40","60","40","15","","85","60","40","(3104238)","RA33","2013-03-03","ALL PURPOSE 3-12","2813893","2627830","CONNEALY IN SURE 8524","2015-03-02","2","400","2","0","96","600",""
