"ASA Number","Epds>CeAcc","Epds>CeEpd","Epds>BirthWtAcc","Epds>BirthWtEpd","Epds>MceAcc","Epds>MceEpd","Epds>PpaAcc","Epds>PpaEpd","Epds>WeanWtAcc","Epds>WeanWtEpd","Epds>YearlingWtAcc","Epds>YearlingWtEpd","Epds>MarblingAcc","Epds>MarblingEpd","Epds>YieldGradeAcc","Epds>YieldGradeEpd","Epds>BackFatAcc","Epds>BackFatEpd","Epds>BackFatEpd","Epds>RibEyeAcc","Epds>RibEyeEpd","Epds>ShrForceAcc","Epds>ShrForceEpd","Epds>DauWtAcc","Epds>DauWtEpd","Epds>DauHtAcc","Epds>DauHtEpd","Epds>StayAcc","Epds>StayEpd","Epds>Api","Epds>Ti","Epds>FertAcc","Epds>FertEpd","Epds>MilkEpd","Epds>MilkAcc","Epds>MwwAcc","Epds>MwwEpd","Epds>CarcassWtAcc","Epds>CarcassWtEpd","Epds>DocEpd","Epds>DocAcc","Epds>AdgEpd","Epds>AdgAcc","Percentile>CE","Percentile>BW","Percentile>WW","Percentile>YW","Percentile>MCE","Percentile>Milk","Percentile>MWW","Percentile>Stay","Percentile>Doc","Percentile>CW","Percentile>YG","Percentile>Marb","Percentile>BF","Percentile>REA","Percentile>SF","Percentile>API","Percentile>TI","Percentile>ADG","BirthDam>ASA Number","BirthDam>Name","BirthDam>BirthDate","Sire>Name","Sire>ASA Number","Sire>Sire>ASA Number","Sire>Sire>Name","BirthDate","DamProgeny>Total","DamProgeny>Interval","DamProgeny>Males","DamProgeny>Females","DamProgeny>Avg Adj BW","DamProgeny>Avg Adj WW","DamProgeny>Avg Adj YW"
"(2713020)","0.04","13.5","0.14","-1.7","0.02","7.5","","","0.05","36.1","0.06","45.8","0.00","0.12","0.00","-0.25","0.00","-0.060","-0.060","0.00","0.37","","","","","","","0.00","3.6","78.5","47.3","","","16.0","0.12","0.17","34.0","0.00","13.4","5.9","0.13","0.06","0.06","30","15","99","99","30","95","99","99","95","99","50","85","40","95","","99","99","99","(2715879)","EPK175","1993-01-01","","","","","1998-04-05","3","394","2","1","83","436",""
"(2713262)","0.24","13.5","0.31","-1.3","0.19","9.8","","","0.25","42.7","0.25","62.9","0.24","0.44","0.22","0.10","0.24","0.035","0.035","0.26","0.16","","","","","","","0.15","11.1","112.7","57.7","","","14.7","0.28","0.31","36.0","0.26","23.5","6.5","0.29","0.13","0.25","30","20","99","99","10","99","99","90","95","75","99","25","99","99","","75","95","99","(2715426)","B96W094_","1996-01-01","N BAR EMULATION EXT","1923301","(8528659)","EMULATION N BAR 5522","1999-03-18","5","645","2","3","85","422",""
"(2713229)","0.28","14.7","0.36","-1.5","0.20","9.4","","","0.29","44.3","0.29","65.0","0.24","0.30","0.22","-0.02","0.24","-0.008","-0.008","0.26","0.02","","","","","","","0.10","7.3","100.5","56.2","","","16.2","0.34","0.36","38.3","0.26","11.3","3.6","0.27","0.13","0.29","20","15","99","99","10","95","99","99","99","99","99","50","95","99","","95","99","99","(2715716)","EYL018_","1998-03-21","G A R BINGO 4192","(8654669)","1591466","R R TRAVELER 5204","2000-01-26","6","369","3","3","82","433",""
"(2713222)","0.05","14.1","0.20","-1.8","0.02","8.0","","","0.08","36.2","0.08","46.6","0.00","0.10","0.00","-0.27","0.00","-0.070","-0.070","0.00","0.40","","","","","","","0.00","3.7","85.4","49.3","","","14.7","0.14","0.20","32.7","0.00","17.2","5.3","0.15","0.06","0.08","25","15","99","99","25","99","99","99","99","95","40","85","30","90","","99","99","99","","","","","","","","2000-03-01","5","368","4","1","82","456",""
"(2713160)","0.23","13.9","0.32","-0.3","0.15","8.6","","","0.23","48.9","0.24","73.5","0.21","0.17","0.20","0.02","0.20","0.000","0.000","0.25","0.03","","","","","","","0.09","12.0","101.3","53.7","","","13.4","0.27","0.32","37.8","0.25","15.9","21.2","0.24","0.15","0.24","25","35","95","95","20","99","99","85","1","95","99","75","99","99","","95","99","90","(2715333)","WT084","1995-02-06","CIMARRON ULTIMATE 667F","(9681540)","(9681539)","CIMARRON UTMOST 65","2000-03-14","7","792","2","5","83","434","724"
"(2713188)","0.16","11.8","0.28","1.8","0.07","7.5","","","0.17","50.6","0.17","73.8","0.14","0.22","0.12","-0.09","0.11","-0.023","-0.023","0.14","0.19","","","","","","","0.05","10.7","95.8","52.9","","","6.0","0.24","0.29","31.3","0.15","15.3","13.2","0.22","0.14","0.17","50","80","95","95","30","99","99","90","25","95","90","65","80","99","","95","99","95","(2715864)","EGR171","1993-01-01","LEACHMAN L-7 51B","(2708710)","(2708709)","L-7 455Z","2000-03-19","6","951","2","4","90","467","584"
"(2713012)","0.24","15.0","0.33","-0.4","0.18","5.7","","","0.24","52.1","0.24","85.1","0.25","0.45","0.22","0.07","0.24","0.023","0.023","0.26","0.28","","","","","","","0.07","7.8","135.9","74.3","","","12.2","0.28","0.32","38.1","0.26","34.3","6.0","0.24","0.21","0.24","15","30","90","80","65","99","99","99","95","30","99","25","99","99","","25","30","55","(2713069)","81TJM0898","1999-02-08","GAR EVAS CONVERGENCE3403","(8654664)","(8528659)","EMULATION N BAR 5522","2001-02-16","5","363","1","4","83","472",""
"(2713017)","0.04","13.1","0.17","-1.1","0.02","7.3","","","0.06","34.0","0.07","42.2","0.00","0.10","0.00","-0.27","0.00","-0.070","-0.070","0.00","0.41","","","","","","","0.00","3.7","81.9","46.1","","","5.8","0.12","0.17","22.8","0.00","17.6","3.3","0.13","0.05","0.07","35","20","99","99","35","99","99","99","99","90","40","85","30","90","","99","99","99","","","","","","","","2001-03-01","4","378","3","1","84","356",""
"(2712636)","0.30","15.2","0.35","-1.5","0.18","6.7","","","0.30","49.4","0.30","81.4","0.29","0.32","0.26","0.08","0.28","0.023","0.023","0.31","0.24","","","","","","","0.06","7.6","106.1","60.1","","","16.9","0.36","0.38","41.6","0.32","31.4","13.5","0.30","0.20","0.30","15","15","95","85","45","90","99","99","20","45","99","45","99","99","","85","90","65","(2715767)","B95OR002","1995-03-09","GAR EVAS CONVERGENCE3403","(8654664)","(8528659)","EMULATION N BAR 5522","2001-03-05","6","949","3","3","75","441","816"
"(2712866)","0.27","16.2","0.33","-1.8","0.17","8.0","","","0.28","48.3","0.29","77.4","0.28","0.47","0.25","0.14","0.26","0.031","0.031","0.30","0.07","","","","","","","0.06","7.2","113.7","63.0","","","16.9","0.33","0.34","40.9","0.31","28.0","3.8","0.27","0.18","0.29","10","15","95","90","25","90","99","99","99","60","99","20","99","99","","75","80","75","(2715430)","B97PK078_","1997-01-01","GAR EVAS CONVERGENCE3403","(8654664)","(8528659)","EMULATION N BAR 5522","2001-03-20","5","457","3","2","78","467","800"
