"ASA Number","Epds>CeAcc","Epds>CeEpd","Epds>BirthWtAcc","Epds>BirthWtEpd","Epds>MceAcc","Epds>MceEpd","Epds>PpaAcc","Epds>PpaEpd","Epds>WeanWtAcc","Epds>WeanWtEpd","Epds>YearlingWtAcc","Epds>YearlingWtEpd","Epds>MarblingAcc","Epds>MarblingEpd","Epds>YieldGradeAcc","Epds>YieldGradeEpd","Epds>BackFatAcc","Epds>BackFatEpd","Epds>BackFatEpd","Epds>RibEyeAcc","Epds>RibEyeEpd","Epds>ShrForceAcc","Epds>ShrForceEpd","Epds>DauWtAcc","Epds>DauWtEpd","Epds>DauHtAcc","Epds>DauHtEpd","Epds>StayAcc","Epds>StayEpd","Epds>Api","Epds>Ti","Epds>FertAcc","Epds>FertEpd","Epds>MilkEpd","Epds>MilkAcc","Epds>MwwAcc","Epds>MwwEpd","Epds>CarcassWtAcc","Epds>CarcassWtEpd","Epds>DocEpd","Epds>DocAcc","Epds>AdgEpd","Epds>AdgAcc","Percentile>CE","Percentile>BW","Percentile>WW","Percentile>YW","Percentile>MCE","Percentile>Milk","Percentile>MWW","Percentile>Stay","Percentile>Doc","Percentile>CW","Percentile>YG","Percentile>Marb","Percentile>BF","Percentile>REA","Percentile>SF","Percentile>API","Percentile>TI","Percentile>ADG","BirthDam>ASA Number","BirthDam>Name","BirthDam>BirthDate","Sire>Name","Sire>ASA Number","Sire>Sire>ASA Number","Sire>Sire>Name","BirthDate","DamProgeny>Total","DamProgeny>Interval","DamProgeny>Males","DamProgeny>Females","DamProgeny>Avg Adj BW","DamProgeny>Avg Adj WW","DamProgeny>Avg Adj YW"
"(2871850)","0.42","8.6","0.51","0.8","0.28","2.9","","","0.47","67.0","0.46","104.5","0.41","0.29","0.35","-0.33","0.37","-0.062","-0.062","0.42","1.10","0.01","-0.37","","","","","0.28","10.6","106.5","69.9","","","36.5","0.44","0.47","69.9","0.44","53.2","23.3","0.39","0.23","0.46","90","60","45","40","95","1","2","90","1","2","25","50","30","1","35","85","50","40","(9831358)","81TJY2443","2012-03-18","GW ROBUST 605Z","2694778","2370545","GW PREMIUM BEEF 021TS","2014-02-22","2","393","0","2","80","535",""
"(2871881)","0.45","16.0","0.51","-3.3","0.30","8.9","","","0.47","51.1","0.47","77.2","0.38","0.49","0.36","-0.27","0.38","-0.061","-0.061","0.42","0.45","0.03","-0.37","","","","","0.28","18.3","149.1","72.8","","","34.9","0.45","0.47","60.4","0.44","15.1","13.7","0.38","0.16","0.47","10","4","95","90","15","1","20","20","20","95","40","20","30","85","35","10","35","85","(2718421)","81TJY2573","2012-02-25","S D S IN FORCE 112Y","2593861","2081939","HOOKS SHEAR FORCE 38K","2014-02-23","3","395","1","2","63","467","874"
"(2871872)","0.42","18.2","0.49","-3.2","0.25","11.6","","","0.43","45.7","0.43","67.8","0.40","0.77","0.34","-0.32","0.34","-0.053","-0.053","0.42","0.51","","","","","","","0.26","12.8","154.0","76.6","","","33.7","0.41","0.44","56.5","0.43","2.1","15.4","0.42","0.14","0.43","3","4","99","99","2","1","40","75","10","99","30","2","40","75","","4","20","95","(2851069)","81TJY2543","2012-03-31","S D S IN FORCE 112Y","2593861","2081939","HOOKS SHEAR FORCE 38K","2014-02-25","3","366","2","1","76","443",""
"(2871893)","0.42","9.0","0.50","1.8","0.23","7.5","","","0.43","57.9","0.43","87.9","0.35","0.70","0.34","-0.18","0.35","-0.032","-0.032","0.41","0.65","","","","","","","0.23","12.5","126.6","72.1","","","30.5","0.41","0.44","59.4","0.42","34.5","7.7","0.41","0.19","0.43","85","80","80","75","30","3","25","80","90","30","70","3","65","45","","45","40","70","(2719241)","81TJY2607","2012-03-17","BAR CK HARBAUGH 1130Y","2682412","2081939","HOOKS SHEAR FORCE 38K","2014-02-25","3","378","2","1","88","498","972"
"(2871883)","0.44","21.2","0.50","-4.1","0.27","10.7","","","0.45","49.0","0.44","77.5","0.38","0.57","0.35","-0.17","0.37","-0.020","-0.020","0.41","0.64","","","","","","","0.25","14.5","146.8","70.5","","","13.8","0.44","0.47","38.3","0.43","28.4","4.5","0.42","0.18","0.44","1","2","95","90","3","99","99","65","99","60","75","10","90","50","","10","45","75","(2719290)","81TJY2577","2012-04-08","J BAR J NIGHTRIDE 225Z","2628568","2370545","GW PREMIUM BEEF 021TS","2014-02-25","3","375","1","2","56","400",""
"(2871861)","0.42","5.4","0.50","2.3","0.23","5.0","","","0.44","54.6","0.44","82.0","0.37","0.75","0.33","-0.24","0.35","-0.058","-0.058","0.39","0.69","","","","","","","0.24","14.6","133.3","72.1","","","27.2","0.40","0.43","54.4","0.41","38.7","14.7","0.40","0.17","0.44","99","90","85","85","75","15","55","60","10","20","50","2","40","40","","30","40","80","(9831597)","81TJY2492","2012-04-12","BAR CK HARBAUGH 1130Y","2682412","2081939","HOOKS SHEAR FORCE 38K","2014-02-26","3","378","1","2","93","474",""
"(2871898)","0.31","16.2","0.40","-3.0","0.25","9.5","","","0.33","54.8","0.32","88.1","0.26","0.52","0.25","-0.13","0.26","-0.030","-0.030","0.30","0.40","","","","","","","0.15","9.9","128.5","71.6","","","21.6","0.32","0.35","49.0","0.30","25.9","10.5","0.31","0.21","0.32","10","4","85","75","10","55","80","95","65","70","85","15","80","90","","40","40","55","(2719213)","81TJY2626","2012-03-12","J BAR J NIGHTRIDE 225Z","2628568","2370545","GW PREMIUM BEEF 021TS","2014-02-26","2","373","1","1","74","521",""
"(2871860)","0.43","14.1","0.50","-1.4","0.24","9.8","","","0.44","40.7","0.43","62.5","0.36","0.67","0.33","-0.28","0.34","-0.060","-0.060","0.39","0.54","","","","","","","0.24","13.0","138.7","68.6","","","35.0","0.41","0.44","55.2","0.42","18.5","3.8","0.42","0.14","0.43","25","15","99","99","10","1","50","75","99","90","40","3","40","70","","20","55","95","(9831238)","81TJY2491","2012-04-04","BAR CK HARBAUGH 1130Y","2682412","2081939","HOOKS SHEAR FORCE 38K","2014-02-27","3","383","2","1","82","448",""
"(2871916)","0.30","16.1","0.38","-3.0","0.23","10.0","","","0.32","49.3","0.31","74.9","0.27","0.62","0.24","-0.14","0.26","-0.019","-0.019","0.28","0.52","","","","","","","0.11","10.4","131.6","70.8","","","26.2","0.28","0.30","50.8","0.29","25.7","17.3","0.32","0.16","0.31","10","4","95","95","10","20","70","90","2","70","80","10","90","75","","35","45","85","(2719216)","81TJY2690","2012-03-21","BAR CK LUCK B1206Y","2682394","2471760","THOMAS GRADE UP 6849","2014-02-27","1","","0","1","73","445",""
"(2871867)","0.40","8.0","0.50","0.2","0.24","3.2","","","0.44","48.4","0.42","71.4","0.39","0.67","0.33","-0.14","0.36","-0.028","-0.028","0.39","0.42","","","","","","","0.21","12.0","120.9","66.3","","","25.4","0.40","0.43","49.5","0.42","25.1","-1.5","0.40","0.14","0.42","90","45","95","95","95","25","75","85","99","70","80","3","80","90","","60","65","95","(9831641)","81TJY2524","2012-04-10","BAR CK HARBAUGH 1130Y","2682412","2081939","HOOKS SHEAR FORCE 38K","2014-02-27","3","390","2","1","81","467",""
