"ASA Number","Epds>CeAcc","Epds>CeEpd","Epds>BirthWtAcc","Epds>BirthWtEpd","Epds>MceAcc","Epds>MceEpd","Epds>PpaAcc","Epds>PpaEpd","Epds>WeanWtAcc","Epds>WeanWtEpd","Epds>YearlingWtAcc","Epds>YearlingWtEpd","Epds>MarblingAcc","Epds>MarblingEpd","Epds>YieldGradeAcc","Epds>YieldGradeEpd","Epds>BackFatAcc","Epds>BackFatEpd","Epds>BackFatEpd","Epds>RibEyeAcc","Epds>RibEyeEpd","Epds>ShrForceAcc","Epds>ShrForceEpd","Epds>DauWtAcc","Epds>DauWtEpd","Epds>DauHtAcc","Epds>DauHtEpd","Epds>StayAcc","Epds>StayEpd","Epds>Api","Epds>Ti","Epds>FertAcc","Epds>FertEpd","Epds>MilkEpd","Epds>MilkAcc","Epds>MwwAcc","Epds>MwwEpd","Epds>CarcassWtAcc","Epds>CarcassWtEpd","Epds>DocEpd","Epds>DocAcc","Epds>AdgEpd","Epds>AdgAcc","Percentile>CE","Percentile>BW","Percentile>WW","Percentile>YW","Percentile>MCE","Percentile>Milk","Percentile>MWW","Percentile>Stay","Percentile>Doc","Percentile>CW","Percentile>YG","Percentile>Marb","Percentile>BF","Percentile>REA","Percentile>SF","Percentile>API","Percentile>TI","Percentile>ADG","BirthDam>ASA Number","BirthDam>Name","BirthDam>BirthDate","Sire>Name","Sire>ASA Number","Sire>Sire>ASA Number","Sire>Sire>Name","BirthDate","DamProgeny>Total","DamProgeny>Interval","DamProgeny>Males","DamProgeny>Females","DamProgeny>Avg Adj BW","DamProgeny>Avg Adj WW","DamProgeny>Avg Adj YW"
"(2712179)","0.26","13.2","0.35","0.3","0.22","9.8","","","0.28","46.9","0.28","69.4","0.28","0.35","0.27","0.02","0.30","0.005","0.005","0.31","0.00","","","","","","","0.18","11.6","107.4","56.7","","","17.4","0.32","0.34","40.8","0.32","9.8","3.6","0.29","0.14","0.28","35","45","99","95","10","90","99","85","99","99","99","40","99","99","","85","95","95","(2715693)","B97PK015_","1997-01-01","N BAR EMULATION EXT","1923301","(8528659)","EMULATION N BAR 5522","2000-03-22","6","362","3","3","83","461","703"
"(2711892)","0.34","15.9","0.41","-2.5","0.11","9.9","","","0.34","34.9","0.35","54.5","0.25","0.10","0.25","-0.21","0.21","-0.051","-0.051","0.32","0.21","","","","","","","0.14","13.5","103.4","49.1","","","26.8","0.36","0.38","44.2","0.34","4.0","10.7","0.31","0.12","0.35","10","10","99","99","10","15","95","70","60","99","60","85","40","99","","90","99","99","(2715872)","EOR223","1993-01-01","LEACHMAN L-7 51B","(2708710)","(2708709)","L-7 455Z","2000-03-22","7","369","2","5","79","421","638"
"(2712357)","0.21","9.6","0.27","3.2","0.15","2.7","","","0.18","57.3","0.19","87.1","0.21","0.27","0.19","-0.06","0.20","-0.004","-0.004","0.23","0.19","","","","","","","0.10","10.7","96.4","57.1","","","15.2","0.25","0.29","43.8","0.22","11.6","13.8","0.24","0.19","0.19","80","99","80","75","95","99","95","90","20","99","95","55","95","99","","95","95","70","(2715880)","EPK179","1993-01-01","CIMARRON SUPERIOR 442","(9681534)","(9681533)","CIMARRON RULER 815","2001-03-20","4","362","3","1","94","556","683"
"(2712374)","0.26","12.7","0.34","0.3","0.19","8.6","","","0.27","56.2","0.27","87.9","0.28","0.58","0.25","0.19","0.26","0.048","0.048","0.30","0.01","","","","","","","0.09","6.1","135.7","78.8","","","19.3","0.33","0.35","47.4","0.29","25.9","16.5","0.26","0.20","0.27","40","45","85","75","20","75","85","99","3","70","99","10","99","99","","25","15","65","(2713046)","81TJL9638 - BK382","1998-03-01","S A F EASY FORTUNE","2178374","2093406","MINERTS FORTUNE 2000","2001-03-30","6","958","2","4","86","493","793"
"(2712371)","0.17","12.2","0.28","-0.5","0.15","8.8","","","0.19","42.7","0.20","61.6","0.23","0.44","0.20","0.03","0.22","0.006","0.006","0.24","0.05","","","","","","","0.08","7.7","102.7","56.1","","","8.0","0.24","0.28","29.3","0.24","16.3","10.5","0.21","0.12","0.20","45","30","99","99","15","99","99","99","65","95","99","25","99","99","","90","99","99","(2715839)","EBK033_","1999-01-01","S A F EASY FORTUNE","2178374","2093406","MINERTS FORTUNE 2000","2001-03-30","5","371","0","5","79","311",""
"(2712147)","0.30","19.7","0.38","-1.3","0.20","9.4","","","0.27","45.9","0.28","71.1","0.30","0.42","0.26","0.00","0.27","0.002","0.002","0.30","0.05","","","","","","","0.11","10.7","121.3","60.4","","","14.1","0.33","0.37","37.0","0.32","11.3","17.2","0.32","0.16","0.28","1","20","99","95","10","99","99","90","2","99","99","30","99","99","","60","90","85","(2715299)","ERD035","1995-01-01","CIMARRON SUPERIOR 442","(9681534)","(9681533)","CIMARRON RULER 815","2002-02-06","7","731","6","1","82","460",""
"(2712092)","0.39","17.4","0.47","-3.0","0.22","10.1","","","0.42","41.3","0.42","65.0","0.36","0.54","0.33","0.12","0.35","0.031","0.031","0.40","0.09","","","","","","","0.19","13.4","130.6","63.0","","","26.1","0.43","0.46","46.7","0.41","25.0","13.6","0.37","0.15","0.42","5","4","99","99","5","20","85","75","20","70","99","15","99","99","","35","80","90","(2715460)","EBK306_","1999-02-25","SUMMITCREST HI FLYER 3B18","2146489","(8512960)","HOFF HI FLYER S C 7134","2002-02-13","7","363","5","2","82","476",""
"(2712156)","0.22","11.0","0.31","0.2","0.18","7.1","","","0.24","57.4","0.24","88.4","0.26","0.44","0.24","0.09","0.26","0.031","0.031","0.29","0.35","","","","","","","0.10","5.1","101.4","65.5","","","22.5","0.28","0.30","51.2","0.30","39.5","-2.4","0.25","0.19","0.24","65","45","80","75","40","45","70","99","99","15","99","25","99","95","","95","70","70","(2715455)","EBK089_","1999-01-01","SUMMITCREST HI FLYER 3B18","2146489","(8512960)","HOFF HI FLYER S C 7134","2002-02-17","5","364","3","2","90","520",""
"(2712144)","0.22","12.9","0.30","-0.5","0.17","6.9","","","0.24","52.1","0.24","79.5","0.26","0.38","0.23","0.04","0.26","0.019","0.019","0.27","0.19","","","","","","","0.08","10.6","134.0","73.1","","","22.3","0.29","0.31","48.3","0.28","22.1","14.7","0.24","0.17","0.24","40","30","90","90","45","50","80","90","10","80","99","35","99","99","","30","35","80","(2715439)","BPK115_","1997-02-19","HOMESTEAD BLOCKBUSTER 409","2107744","2074026","BON VIEW BANDO 598","2002-03-10","5","372","4","1","88","476",""
"(2712170)","0.27","13.6","0.35","-0.7","0.20","7.4","","","0.29","48.7","0.29","73.2","0.25","0.23","0.23","-0.05","0.24","-0.013","-0.013","0.27","0.08","","","","","","","0.14","12.5","106.1","56.6","","","20.7","0.34","0.36","44.9","0.27","9.6","9.6","0.29","0.15","0.29","30","25","95","95","35","65","90","80","75","99","95","65","90","99","","85","95","90","(2715706)","EBU118_","1999-01-01","HOMESTEAD BLOCKBUSTER 409","2107744","2074026","BON VIEW BANDO 598","2002-03-11","6","802","2","4","83","461","809"
"(2712165)","0.41","9.8","0.49","-0.1","0.22","4.6","","","0.43","51.7","0.43","78.0","0.36","0.55","0.33","-0.03","0.34","0.011","0.011","0.41","0.38","","","","","","","0.19","8.8","111.6","65.0","","","19.8","0.46","0.49","45.6","0.41","23.9","9.9","0.40","0.16","0.43","75","35","95","90","80","70","90","95","70","75","99","10","99","95","","80","70","85","(2713277)","81TJM0887","1999-03-01","HOMESTEAD BLOCKBUSTER 409","2107744","2074026","BON VIEW BANDO 598","2002-03-23","8","681","1","7","82","462","673"
"(2712173)","0.29","13.1","0.36","-0.1","0.20","6.1","","","0.26","49.8","0.26","77.6","0.27","0.30","0.24","0.06","0.25","0.033","0.033","0.28","0.13","","","","","","","0.11","13.3","110.2","57.3","","","14.7","0.32","0.36","39.5","0.29","13.9","15.3","0.31","0.17","0.26","35","35","95","90","55","99","99","75","10","95","99","50","99","99","","80","95","80","(2715591)","EPU022_","1999-03-16","CIMARRON SUPERIOR 442","(9681534)","(9681533)","CIMARRON RULER 815","2002-04-06","7","731","4","3","82","449","728"
"(2712149)","0.24","16.1","0.30","-0.1","0.18","6.0","","","0.22","51.8","0.23","82.7","0.25","0.43","0.23","0.12","0.24","0.041","0.041","0.27","0.07","","","","","","","0.10","11.9","119.1","61.6","","","12.0","0.29","0.33","37.8","0.28","18.7","10.5","0.28","0.19","0.23","10","35","90","85","60","99","99","85","65","90","99","25","99","99","","65","85","70","(2715531)","EPU010_","1999-02-06","CIMARRON SUPERIOR 442","(9681534)","(9681533)","CIMARRON RULER 815","2002-04-10","5","730","3","2","77","431",""
"(2712155)","0.13","11.2","0.20","1.9","0.07","4.9","","","0.12","52.1","0.12","76.3","0.11","0.39","0.11","0.01","0.10","0.017","0.017","0.14","0.23","","","","","","","0.01","4.5","115.4","69.0","","","10.6","0.19","0.22","36.6","0.14","19.0","13.0","0.17","0.15","0.12","60","85","90","90","75","99","99","99","30","90","99","35","99","99","","70","55","90","(2715568)","EBU097_","1999-02-19","","","","","2002-04-24","5","383","4","1","92","450",""
"(2712388)","0.18","5.4","0.32","5.3","0.11","3.0","","","0.19","69.9","0.20","107.1","0.20","0.15","0.18","0.09","0.20","0.011","0.011","0.20","0.07","","","","","","","0.06","14.3","116.2","70.1","","","24.5","0.25","0.31","59.3","0.22","29.2","13.9","0.26","0.23","0.20","99","99","30","35","95","30","25","65","20","55","99","80","99","99","","70","50","40","(2713164)","81TMY8568 - WT680","2001-02-10","HH ADVANTAGE 767G 1ET","(9813101)","(9726711)","CL 1 DOMINO 500E","2003-02-19","6","375","5","1","96","515",""
"(2712410)","0.17","6.6","0.32","5.6","0.10","3.8","","","0.18","64.9","0.19","98.2","0.19","0.13","0.18","0.10","0.20","0.011","0.011","0.20","0.04","","","","","","","0.05","12.1","109.0","64.8","","","10.6","0.25","0.31","42.9","0.21","28.1","8.2","0.26","0.21","0.19","99","99","50","55","90","99","95","80","90","60","99","80","99","99","","85","75","55","(2713408)","81TMY8570","2001-02-17","HH ADVANTAGE 767G 1ET","(9813101)","(9726711)","CL 1 DOMINO 500E","2003-02-24","7","677","3","4","94","437",""
"(2712383)","0.20","13.3","0.32","0.8","0.17","4.7","","","0.20","56.8","0.20","93.3","0.27","0.31","0.23","0.10","0.24","0.034","0.034","0.27","0.10","","","","","","","0.09","11.2","108.8","61.1","","","16.9","0.24","0.29","45.3","0.28","19.8","11.7","0.24","0.23","0.20","35","60","80","65","80","90","90","90","45","90","99","45","99","99","","85","85","40","(2715544)","GR136","2001-02-08","CIMARRON SUPERIOR 442","(9681534)","(9681533)","CIMARRON RULER 815","2003-02-25","7","676","4","3","85","504",""
"(2712401)","0.22","11.8","0.33","1.7","0.17","4.8","","","0.20","52.1","0.21","82.1","0.21","0.37","0.19","0.04","0.19","0.026","0.026","0.22","0.12","","","","","","","0.12","9.9","103.7","58.3","","","15.2","0.28","0.33","41.1","0.24","12.3","8.9","0.27","0.19","0.21","50","80","90","85","80","99","99","95","85","99","99","35","99","99","","90","95","70","(2713033)","81TMY8575","2001-04-15","CIMARRON SUPERIOR 442","(9681534)","(9681533)","CIMARRON RULER 815","2003-02-25","6","813","2","4","83","493","710"
"(2712397)","0.16","11.9","0.28","0.2","0.08","6.7","","","0.18","48.7","0.18","72.7","0.15","0.42","0.17","0.07","0.16","0.019","0.019","0.20","0.16","","","","","","","0.03","6.9","124.7","69.4","","","7.8","0.24","0.27","32.1","0.21","27.7","10.3","0.21","0.15","0.18","50","45","95","95","45","99","99","99","65","60","99","30","99","99","","50","50","90","(2712808)","81TMY8604 - WT514","2001-02-03","","","","","2003-03-19","6","367","4","2","85","396",""
"(2712378)","0.40","16.3","0.46","-1.2","0.23","10.3","","","0.42","46.6","0.42","74.7","0.38","0.33","0.34","0.01","0.37","0.003","0.003","0.40","-0.01","","","","","","","0.25","15.8","122.3","59.5","","","27.9","0.43","0.45","51.2","0.43","9.3","10.5","0.40","0.18","0.42","10","20","99","95","4","10","70","50","65","99","99","45","99","99","","55","90","75","(2715899)","EYL023","1993-01-01","BON VIEW NEW DESIGN 878","2109292","2050397","B/R NEW DESIGN 036","2003-03-23","6","360","2","4","80","435","601"
"(2712400)","0.24","11.6","0.31","1.2","0.18","2.3","","","0.22","49.3","0.23","76.2","0.24","0.37","0.21","0.07","0.24","0.029","0.029","0.24","-0.03","","","","","","","0.12","9.7","102.3","56.5","","","10.2","0.28","0.33","34.7","0.26","5.9","17.4","0.28","0.17","0.23","55","70","95","90","99","99","99","95","2","99","99","35","99","99","","90","95","80","(2715781)","EBU186_","1999-01-01","CIMARRON SUPERIOR 442","(9681534)","(9681533)","CIMARRON RULER 815","2003-03-23","5","388","1","4","83","392","600"
"(2712399)","0.27","15.2","0.34","-0.6","0.20","9.4","","","0.29","50.7","0.29","79.6","0.28","0.32","0.25","-0.03","0.27","-0.008","-0.008","0.30","-0.02","","","","","","","0.17","11.8","113.4","60.7","","","22.9","0.33","0.36","48.1","0.31","3.6","6.3","0.30","0.18","0.29","15","25","95","90","10","40","85","85","95","99","99","45","95","99","","75","85","75","(2715707)","EBU139_","1999-01-01","BON VIEW NEW DESIGN 878","2109292","2050397","B/R NEW DESIGN 036","2003-03-31","5","360","4","1","83","468","714"
"(2712392)","0.34","16.6","0.44","-2.4","0.12","11.8","","","0.35","38.2","0.36","60.2","0.28","0.65","0.27","0.03","0.25","0.021","0.021","0.34","0.11","","","","","","","0.11","10.5","152.2","74.7","","","23.3","0.39","0.43","42.4","0.33","10.2","0.3","0.36","0.14","0.36","10","10","99","99","1","40","95","90","99","99","99","4","99","99","","5","25","95","(2715365)","EBK153","2000-02-06","","","","","2003-04-13","9","603","4","5","77","443",""
"(2712387)","0.09","13.1","0.22","-1.1","0.06","8.2","","","0.10","44.3","0.11","62.0","0.11","0.31","0.11","-0.07","0.10","-0.015","-0.015","0.13","0.20","","","","","","","0.01","8.1","99.5","55.9","","","17.4","0.18","0.23","39.4","0.12","14.7","2.0","0.17","0.11","0.11","35","20","99","99","20","90","99","99","99","95","95","45","90","99","","95","99","99","(2715612)","ERD520","2001-01-01","","","","","2003-04-17","5","374","1","4","80","428",""
"(2712384)","0.05","11.1","0.18","0.1","0.03","6.0","","","0.07","45.3","0.07","61.8","0.10","0.39","0.11","0.05","0.10","0.023","0.023","0.12","0.20","","","","","","","0.02","4.1","90.7","56.6","","","22.2","0.15","0.20","44.8","0.13","22.0","7.8","0.16","0.10","0.07","60","40","99","99","60","50","90","99","90","80","99","35","99","99","","99","95","99","(2715463)","EBU027_","1999-01-01","","","","","2003-04-18","5","1021","3","2","88","520",""
