"ASA Number","Epds>CeAcc","Epds>CeEpd","Epds>BirthWtAcc","Epds>BirthWtEpd","Epds>MceAcc","Epds>MceEpd","Epds>PpaAcc","Epds>PpaEpd","Epds>WeanWtAcc","Epds>WeanWtEpd","Epds>YearlingWtAcc","Epds>YearlingWtEpd","Epds>MarblingAcc","Epds>MarblingEpd","Epds>YieldGradeAcc","Epds>YieldGradeEpd","Epds>BackFatAcc","Epds>BackFatEpd","Epds>BackFatEpd","Epds>RibEyeAcc","Epds>RibEyeEpd","Epds>ShrForceAcc","Epds>ShrForceEpd","Epds>DauWtAcc","Epds>DauWtEpd","Epds>DauHtAcc","Epds>DauHtEpd","Epds>StayAcc","Epds>StayEpd","Epds>Api","Epds>Ti","Epds>FertAcc","Epds>FertEpd","Epds>MilkEpd","Epds>MilkAcc","Epds>MwwAcc","Epds>MwwEpd","Epds>CarcassWtAcc","Epds>CarcassWtEpd","Epds>DocEpd","Epds>DocAcc","Epds>AdgEpd","Epds>AdgAcc","Percentile>CE","Percentile>BW","Percentile>WW","Percentile>YW","Percentile>MCE","Percentile>Milk","Percentile>MWW","Percentile>Stay","Percentile>Doc","Percentile>CW","Percentile>YG","Percentile>Marb","Percentile>BF","Percentile>REA","Percentile>SF","Percentile>API","Percentile>TI","Percentile>ADG","BirthDam>ASA Number","BirthDam>Name","BirthDam>BirthDate","Sire>Name","Sire>ASA Number","Sire>Sire>ASA Number","Sire>Sire>Name","BirthDate","DamProgeny>Total","DamProgeny>Interval","DamProgeny>Males","DamProgeny>Females","DamProgeny>Avg Adj BW","DamProgeny>Avg Adj WW","DamProgeny>Avg Adj YW"
"(2713413)","0.41","12.1","0.48","0.9","0.23","5.4","","","0.39","40.8","0.40","62.4","0.38","0.23","0.35","0.04","0.38","0.043","0.043","0.42","0.16","","","","","","","0.24","10.8","94.7","49.8","","","24.1","0.44","0.48","44.4","0.43","4.6","11.7","0.42","0.13","0.40","50","60","99","99","70","30","95","90","45","99","99","65","99","99","","99","99","99","(2715594)","EPU167_","1999-01-01","CIMARRON SUPERIOR 442","(9681534)","(9681533)","CIMARRON RULER 815","2002-04-02","8","738","5","3","91","462","800"
"(2712409)","0.41","12.3","0.47","0.2","0.24","7.5","","","0.42","49.1","0.43","75.4","0.37","0.48","0.35","0.09","0.38","0.026","0.026","0.41","0.03","","","","","","","0.26","14.2","120.0","60.2","","","8.2","0.44","0.45","32.7","0.42","16.6","8.5","0.41","0.16","0.43","45","45","95","95","30","99","99","65","85","95","99","20","99","99","","60","90","85","(2715321)","ERD078","1994-01-30","BON VIEW NEW DESIGN 878","2109292","2050397","B/R NEW DESIGN 036","2003-04-03","7","369","4","3","84","345",""
"(2712392)","0.34","16.6","0.44","-2.4","0.12","11.8","","","0.35","38.2","0.36","60.2","0.28","0.65","0.27","0.03","0.25","0.021","0.021","0.34","0.11","","","","","","","0.11","10.5","152.2","74.7","","","23.3","0.39","0.43","42.4","0.33","10.2","0.3","0.36","0.14","0.36","10","10","99","99","1","40","95","90","99","99","99","4","99","99","","5","25","95","(2715365)","EBK153","2000-02-06","","","","","2003-04-13","9","603","4","5","77","443",""
"(2712651)","0.42","19.1","0.49","-1.4","0.24","12.1","","","0.44","46.2","0.45","74.1","0.32","0.31","0.34","-0.05","0.34","-0.022","-0.022","0.42","-0.19","","","","","","","0.24","8.6","111.2","59.6","","","28.0","0.47","0.49","51.0","0.42","-3.6","9.4","0.41","0.17","0.45","2","15","99","95","1","10","70","99","80","99","95","45","80","99","","80","90","80","(2715707)","EBU139_","1999-01-01","TC ADVANTAGE","2175261","2423331","KRUGERRAND OF DONAMERE 490","2004-03-24","8","634","4","4","86","460","852"
"(2712715)","0.39","6.0","0.47","2.6","0.22","4.1","","","0.42","58.2","0.42","92.3","0.38","0.37","0.34","0.03","0.38","-0.004","-0.004","0.40","0.09","","","","","","","0.25","11.9","101.4","61.0","","","24.1","0.44","0.46","53.2","0.41","24.6","13.4","0.41","0.21","0.42","99","95","75","65","85","30","60","85","25","75","99","35","95","99","","95","85","55","(2715868)","EOR142","1993-01-01","BON VIEW NEW DESIGN 878","2109292","2050397","B/R NEW DESIGN 036","2004-03-25","7","373","5","2","97","473",""
"(2713278)","0.40","7.7","0.48","1.5","0.21","1.3","","","0.37","48.3","0.37","74.0","0.38","0.22","0.32","0.06","0.32","0.023","0.023","0.39","0.03","","","","","","","0.19","10.0","88.4","51.7","","","16.8","0.41","0.45","40.9","0.42","10.0","13.0","0.39","0.16","0.37","95","75","95","95","99","90","99","95","30","99","99","65","99","99","","99","99","85","(2715486)","GR221","2003-03-02","CIMARRON SUPERIOR 442","(9681534)","(9681533)","CIMARRON RULER 815","2005-02-19","8","588","3","5","93","549",""
"(2713122)","0.40","15.6","0.46","0.1","0.21","7.0","","","0.36","44.2","0.37","69.0","0.34","0.29","0.30","-0.01","0.28","0.011","0.011","0.37","0.22","","","","","","","0.19","10.7","105.4","54.7","","","21.8","0.40","0.45","43.9","0.40","17.2","6.7","0.39","0.15","0.37","15","40","99","99","40","50","95","90","95","95","99","50","99","99","","90","99","90","(2715489)","GR286","2003-05-11","CIMARRON SUPERIOR 442","(9681534)","(9681533)","CIMARRON RULER 815","2005-02-22","7","364","2","5","81","500",""
"(2713268)","0.31","16.8","0.39","-2.2","0.09","10.2","","","0.32","48.2","0.33","76.1","0.29","0.22","0.27","-0.22","0.28","-0.052","-0.052","0.33","0.27","","","","","","","0.15","9.9","115.4","61.9","","","25.6","0.35","0.37","49.7","0.33","8.2","10.0","0.32","0.17","0.33","10","10","95","90","5","20","75","95","70","99","55","65","40","99","","70","85","80","","","","","","","","2005-03-01","6","364","3","3","76","496",""
"(2713120)","0.33","13.2","0.42","-2.1","0.11","7.9","","","0.34","40.4","0.35","64.2","0.28","0.59","0.26","-0.07","0.24","0.016","0.016","0.32","0.49","","","","","","","0.13","11.0","146.0","74.2","","","25.1","0.38","0.42","45.2","0.33","20.3","6.1","0.35","0.15","0.35","35","10","99","99","25","25","90","90","95","85","95","10","99","80","","10","30","90","(2715488)","GR249","2003-05-09","","","","","2005-03-09","8","529","5","3","84","455","695"
"(2713248)","0.34","8.3","0.43","0.4","0.14","5.8","","","0.36","47.5","0.37","74.2","0.32","0.54","0.29","0.18","0.31","0.045","0.045","0.35","-0.06","","","","","","","0.17","10.7","133.0","71.5","","","19.6","0.39","0.42","43.2","0.36","19.3","14.5","0.36","0.17","0.37","90","50","99","95","65","75","95","90","15","90","99","15","99","99","","30","40","80","(2712394)","81TRA7695 - GR295","2003-03-21","","","","","2005-03-09","7","363","6","1","90","449",""
"(2713080)","0.33","19.0","0.41","-2.8","0.13","12.7","","","0.35","41.2","0.35","65.6","0.30","0.29","0.29","0.06","0.31","0.028","0.028","0.35","0.18","","","","","","","0.16","9.3","111.2","56.9","","","24.0","0.39","0.41","44.6","0.36","19.8","18.0","0.35","0.15","0.35","2","5","99","99","1","35","95","95","2","90","99","50","99","99","","80","95","90","(2715652)","GR291","2003-01-01","","","","","2005-03-10","7","364","5","2","79","444",""
"(2713212)","0.40","11.2","0.46","0.2","0.21","7.6","","","0.42","52.7","0.42","84.4","0.39","0.56","0.34","0.05","0.37","0.012","0.012","0.40","0.06","","","","","","","0.25","12.7","122.1","66.1","","","24.5","0.44","0.46","50.7","0.41","17.9","-1.1","0.41","0.20","0.42","60","45","90","80","30","30","70","80","99","90","99","10","99","99","","55","65","65","(2715506)","PU047_","1999-01-01","BON VIEW NEW DESIGN 878","2109292","2050397","B/R NEW DESIGN 036","2005-03-21","7","367","5","2","87","491","891"
