"ASA Number","Epds>CeAcc","Epds>CeEpd","Epds>BirthWtAcc","Epds>BirthWtEpd","Epds>MceAcc","Epds>MceEpd","Epds>PpaAcc","Epds>PpaEpd","Epds>WeanWtAcc","Epds>WeanWtEpd","Epds>YearlingWtAcc","Epds>YearlingWtEpd","Epds>MarblingAcc","Epds>MarblingEpd","Epds>YieldGradeAcc","Epds>YieldGradeEpd","Epds>BackFatAcc","Epds>BackFatEpd","Epds>BackFatEpd","Epds>RibEyeAcc","Epds>RibEyeEpd","Epds>ShrForceAcc","Epds>ShrForceEpd","Epds>DauWtAcc","Epds>DauWtEpd","Epds>DauHtAcc","Epds>DauHtEpd","Epds>StayAcc","Epds>StayEpd","Epds>Api","Epds>Ti","Epds>FertAcc","Epds>FertEpd","Epds>MilkEpd","Epds>MilkAcc","Epds>MwwAcc","Epds>MwwEpd","Epds>CarcassWtAcc","Epds>CarcassWtEpd","Epds>DocEpd","Epds>DocAcc","Epds>AdgEpd","Epds>AdgAcc","Percentile>CE","Percentile>BW","Percentile>WW","Percentile>YW","Percentile>MCE","Percentile>Milk","Percentile>MWW","Percentile>Stay","Percentile>Doc","Percentile>CW","Percentile>YG","Percentile>Marb","Percentile>BF","Percentile>REA","Percentile>SF","Percentile>API","Percentile>TI","Percentile>ADG","BirthDam>ASA Number","BirthDam>Name","BirthDam>BirthDate","Sire>Name","Sire>ASA Number","Sire>Sire>ASA Number","Sire>Sire>Name","BirthDate","DamProgeny>Total","DamProgeny>Interval","DamProgeny>Males","DamProgeny>Females","DamProgeny>Avg Adj BW","DamProgeny>Avg Adj WW","DamProgeny>Avg Adj YW"
"(2712822)","0.14","12.3","0.26","0.2","0.10","8.4","","","0.17","52.2","0.17","78.2","0.13","-0.02","0.14","-0.21","0.13","-0.054","-0.054","0.17","0.23","","","","","","","0.05","12.9","92.2","51.2","","","13.3","0.22","0.26","39.3","0.18","8.6","6.8","0.18","0.16","0.17","45","45","90","90","20","99","99","75","95","99","60","99","40","99","","99","99","85","(2715767)","B95OR002","1995-03-09","GLEN HAVEN VALIANT","(2708697)","(2711533)","SPRUCE HILL IMAGE","1999-03-10","4","1224","1","3","86","471",""
"(2712864)","0.15","11.2","0.22","2.3","0.13","3.6","","","0.13","53.3","0.14","80.3","0.21","0.25","0.18","-0.05","0.19","-0.004","-0.004","0.21","0.14","","","","","","","0.07","9.4","94.6","55.3","","","13.5","0.18","0.22","40.0","0.21","10.6","5.4","0.20","0.17","0.14","60","90","90","85","90","99","99","95","99","99","95","60","95","99","","99","99","80","(2715798)","BBU088","1993-01-01","CIMARRON SUPERIOR 442","(9681534)","(9681533)","CIMARRON RULER 815","1999-03-11","3","376","1","2","90","480",""
"(2712816)","0.18","13.9","0.29","-1.6","0.12","11.1","","","0.21","46.8","0.21","67.2","0.16","0.07","0.15","-0.14","0.15","-0.039","-0.039","0.17","0.08","","","","","","","0.09","15.6","128.7","63.7","","","16.0","0.25","0.28","39.3","0.18","5.4","2.6","0.21","0.13","0.21","25","15","99","99","2","95","99","50","99","99","80","90","65","99","","40","75","99","(2713059)","81TJL9744 - WT402","1998-05-22","GLEN HAVEN VALIANT","(2708697)","(2711533)","SPRUCE HILL IMAGE","2000-01-29","4","367","1","3","79","467","611"
"(2712861)","0.27","7.7","0.32","2.8","0.16","3.3","","","0.23","56.1","0.24","85.2","0.15","0.28","0.14","0.03","0.14","0.009","0.009","0.17","0.11","","","","","","","0.04","8.9","90.3","55.4","","","6.3","0.27","0.31","34.3","0.17","18.7","4.5","0.25","0.18","0.24","95","95","85","80","95","99","99","95","99","90","99","55","99","99","","99","99","75","(2715868)","EOR142","1993-01-01","DLCC BOLERO 14B","(2708713)","(2708712)","LEACHMAN MR MONTANA 8872U","2000-03-14","6","592","0","6","92","491",""
"(2712865)","0.07","15.2","0.19","-1.3","0.03","8.8","","","0.08","38.0","0.08","52.4","0.03","0.15","0.03","-0.14","0.03","-0.035","-0.035","0.04","0.22","","","","","","","0.01","6.5","88.5","48.0","","","8.0","0.10","0.12","26.9","0.04","14.7","12.0","0.10","0.09","0.08","15","20","99","99","15","99","99","99","40","95","80","80","65","99","","99","99","99","(2715942)","WT042","1993-01-01","LEACHMAN L-7 51B","(2708710)","(2708709)","L-7 455Z","2000-03-15","4","378","2","2","80","355",""
"(2712867)","0.18","16.8","0.28","-3.5","0.15","9.5","","","0.20","43.0","0.20","69.1","0.16","0.29","0.15","0.01","0.15","-0.001","-0.001","0.17","0.13","","","","","","","0.06","11.6","115.4","57.7","","","11.9","0.24","0.27","33.4","0.17","22.1","8.0","0.20","0.16","0.20","10","3","99","95","10","99","99","85","90","80","99","50","95","99","","70","95","85","(2715613)","EWT498","1993-01-01","GAR EVAS CONVERGENCE3403","(8654664)","(8528659)","EMULATION N BAR 5522","2001-02-04","4","374","2","2","74","355",""
"(2712999)","0.23","10.2","0.30","3.5","0.19","3.5","","","0.21","55.3","0.22","86.3","0.25","0.25","0.22","-0.02","0.23","0.001","0.001","0.25","-0.06","","","","","","","0.12","8.2","113.7","65.8","","","9.8","0.27","0.31","37.3","0.26","-1.6","11.8","0.26","0.19","0.22","75","99","85","80","90","99","99","99","45","99","99","60","99","99","","75","70","70","(2715714)","EPU053_","1999-02-05","CIMARRON SUPERIOR 442","(9681534)","(9681533)","CIMARRON RULER 815","2001-02-08","5","1111","1","4","93","398","558"
"(2712636)","0.30","15.2","0.35","-1.5","0.18","6.7","","","0.30","49.4","0.30","81.4","0.29","0.32","0.26","0.08","0.28","0.023","0.023","0.31","0.24","","","","","","","0.06","7.6","106.1","60.1","","","16.9","0.36","0.38","41.6","0.32","31.4","13.5","0.30","0.20","0.30","15","15","95","85","45","90","99","99","20","45","99","45","99","99","","85","90","65","(2715767)","B95OR002","1995-03-09","GAR EVAS CONVERGENCE3403","(8654664)","(8528659)","EMULATION N BAR 5522","2001-03-05","6","949","3","3","75","441","816"
"(2712815)","0.25","12.6","0.31","0.4","0.16","5.0","","","0.22","49.5","0.23","75.6","0.20","0.25","0.18","-0.05","0.18","-0.004","-0.004","0.21","0.14","","","","","","","0.09","10.1","99.9","55.5","","","13.0","0.28","0.32","37.7","0.21","10.6","12.8","0.27","0.16","0.23","40","50","95","90","75","99","99","95","30","99","95","60","95","99","","95","99","85","(2715791)","B96W270_","1996-01-01","CIMARRON SUPERIOR 442","(9681534)","(9681533)","CIMARRON RULER 815","2001-03-22","5","382","1","4","77","420","636"
"(2712631)","0.08","14.5","0.20","-1.8","0.04","8.1","","","0.10","37.8","0.10","50.2","0.13","0.30","0.12","-0.07","0.12","-0.014","-0.014","0.14","0.09","","","","","","","0.02","3.7","90.2","52.8","","","19.7","0.15","0.19","38.5","0.14","7.9","13.6","0.14","0.08","0.10","20","15","99","99","25","70","99","99","20","99","95","50","90","99","","99","99","99","(2715718)","EYL271_","1998-03-22","","","","","2001-04-22","5","1020","3","2","80","494",""
"(2712630)","0.20","12.6","0.30","1.2","0.17","5.0","","","0.18","53.4","0.19","83.6","0.23","0.29","0.20","-0.02","0.22","0.001","0.001","0.24","0.14","","","","","","","0.09","11.2","104.4","58.2","","","16.2","0.23","0.29","42.9","0.24","14.4","13.3","0.25","0.19","0.19","40","70","90","80","75","95","95","90","25","95","99","50","99","99","","90","95","70","(2715296)","EBK139_","1999-01-29","CIMARRON SUPERIOR 442","(9681534)","(9681533)","CIMARRON RULER 815","2002-02-12","5","373","4","1","88","539",""
"(2712634)","0.26","13.3","0.34","-0.6","0.19","8.8","","","0.28","59.1","0.28","93.7","0.26","0.39","0.24","0.06","0.26","0.028","0.028","0.28","0.33","","","","","","","0.10","5.4","104.8","66.9","","","24.7","0.32","0.34","54.2","0.28","31.6","16.6","0.28","0.22","0.28","35","25","75","65","15","25","55","99","3","45","99","35","99","95","","90","65","50","(2715364)","EBK042_","1999-01-01","SUMMITCREST HI FLYER 3B18","2146489","(8512960)","HOFF HI FLYER S C 7134","2002-02-13","6","376","3","3","84","528","870"
